age,credit_score,loan_term_months,num_open_accounts,num_late_payments,fed_funds_rate,interest_rate_offered,annual_income_log,loan_amount_log,existing_debt_log,employment_years_log,dti_ratio_log,employment_type_Retired,employment_type_Salaried,employment_type_Self-Employed,employment_type_Unemployed,loan_purpose_Business,loan_purpose_Debt Consolidation,loan_purpose_Education,loan_purpose_Home Improvement,loan_purpose_Medical,loan_purpose_Vacation,origination_quarter_Q2,origination_quarter_Q3,origination_quarter_Q4
55,311.0,48,6,0,1.521,2.758,10.428015765551228,10.376642461280849,9.972494823919401,0.18232155679395465,0.14712606489029384,False,True,False,False,False,False,False,False,False,False,False,False,False
35,338.0,36,0,1,0.122,2.5,11.842750011724963,9.059633754551479,10.355099333868306,0.33647223662121295,0.07259969241434357,False,False,True,False,False,False,True,False,False,False,True,False,False
29,415.0,36,4,0,0.332,2.5,10.850898003709029,10.799595985047786,9.364877834136367,1.1939224684724346,0.07269268539344066,False,True,False,False,False,False,False,False,False,False,False,False,True
40,390.0,60,1,1,2.004,4.652,10.158576182880964,10.841559345471941,10.952229393738866,1.9878743481543455,0.3662390616073275,False,True,False,False,False,True,False,False,False,False,False,False,False
55,542.0,36,7,0,0.189,2.5,10.189214840641311,10.911463720944793,8.955802898116703,1.8082887711792655,0.09267033484130818,False,True,False,False,True,False,False,False,False,False,True,False,False
39,341.0,120,5,3,0.132,2.5,11.662925944618324,10.348205424565993,10.006534544059617,1.33500106673234,0.01891988485251087,False,True,False,False,False,True,False,False,False,False,False,False,True
27,348.0,36,1,0,5.073,2.5,11.804253731968107,10.236417809461043,11.119011386111739,1.5040773967762742,0.15529288440603534,False,False,False,False,False,False,True,False,False,False,False,False,False
22,313.0,24,7,0,1.656,8.816,10.676847657051228,10.841559345471941,11.79964607536546,1.1939224684724346,0.9308640237236157,False,True,False,False,False,False,False,False,False,False,False,False,False
46,391.0,120,3,0,1.574,2.664,10.219228516517804,10.177362240256695,10.695888716781491,1.8718021769015913,0.1493678316508234,False,False,True,False,False,False,False,False,True,False,True,False,False
28,322.0,12,4,0,0.165,2.5,11.12190749260895,11.007103966325696,10.313944513920497,0.9555114450274363,0.3686628015840597,False,True,False,False,False,False,False,False,True,False,False,True,False
28,341.0,36,5,1,1.711,2.5,10.679598324678041,10.55323128448846,8.18503523489058,1.4816045409242156,0.02712866738825262,True,False,False,False,False,False,False,False,False,False,True,False,False
38,348.0,12,8,1,1.546,2.5,11.879055944103618,10.05195066017375,9.379748069334125,2.4932054526026954,0.07890359759546595,False,False,False,False,False,True,False,False,False,False,True,False,False
42,386.0,48,0,1,0.029,2.5,10.799377802434604,9.60918360377546,11.155975197419142,1.3609765531356006,0.30535007010518794,False,False,False,False,False,True,False,False,False,False,False,False,True
39,300.0,60,5,1,0.025,2.5,10.087763448364862,9.65509029374725,9.738221913105505,0.4054651081081644,0.13190507087993858,False,False,True,False,False,True,False,False,False,False,False,False,False
34,345.0,60,6,2,5.144,6.302,11.218171780841034,10.645448706505872,10.152138213915858,1.0296194171811581,0.066630082297763,False,True,False,False,False,True,False,False,False,False,False,True,False
22,348.0,48,5,0,4.704,2.5,10.601538689024382,10.318935994253193,10.016456351663296,0.832909122935104,0.13041403872193302,False,True,False,False,False,True,False,False,False,False,True,False,False
39,300.0,84,6,0,0.037,2.5,10.726034916514868,11.138973558699526,8.099290050689197,1.2237754316221157,0.1455711233192188,False,True,False,False,False,False,False,True,False,False,False,False,False
22,300.0,84,5,0,5.012,5.824,10.06530831337087,11.03005541721757,8.917446072773524,1.33500106673234,0.04430392555652441,False,True,False,False,False,False,False,False,False,False,True,False,False
40,364.0,48,8,0,0.12,2.5,10.164906755188733,9.90353755128617,8.597026030915142,0.4700036292457356,0.05078816683210506,False,False,False,True,False,True,False,False,False,False,True,False,False
50,330.0,48,4,5,5.098,10.446,10.990912495563661,10.757924157061597,10.288272968839458,2.1162555148025524,0.11671579969596077,False,False,True,False,False,False,False,False,False,False,False,True,False
38,399.0,24,2,1,0.194,2.5,10.912174404281382,10.150386692204734,8.339964245240235,1.4350845252893227,0.03748844441099159,False,True,False,False,True,False,False,False,False,False,False,False,True
35,382.0,24,5,1,0.093,9.811,8.54055809372097,9.70509758756311,9.629438131775633,1.4816045409242156,0.9105543100222184,False,False,False,True,False,False,False,False,False,False,True,False,False
43,310.0,84,5,3,0.257,2.5,10.673929746235121,10.454523783963511,8.921058353626622,1.5040773967762742,0.024497471600387438,False,True,False,False,False,False,True,False,False,False,False,True,False
39,367.0,120,5,1,0.046,2.5,12.157546518999736,11.167628403875849,10.427307680834478,2.174751721484161,0.017545179215748816,False,False,True,False,False,False,False,True,False,False,False,False,True
56,439.0,12,0,1,0.054,8.045,10.031194956112387,9.980494888896912,10.771095054523176,2.0014800002101243,1.1300463541576402,False,True,False,False,False,False,False,False,False,True,False,False,False
34,410.0,48,6,1,1.74,8.112,8.963967855167414,9.942756341456828,9.9774050779846,3.0633909220278057,0.5240182175519738,False,False,False,True,False,True,False,False,False,False,False,False,False
47,368.0,60,6,1,4.73,5.342,11.115101687390869,9.510519035757246,9.179235595331797,1.3609765531356006,0.028490270399627496,False,False,True,False,False,True,False,False,False,False,False,False,False
45,339.0,24,3,0,0.319,5.106,10.726034916514868,10.900454637442037,8.948882096976265,0.9932517730102833,0.8254903675476585,True,False,False,False,False,False,False,False,False,False,False,True,False
33,348.0,48,5,3,4.992,4.809,9.98406519403013,10.474495347310453,9.662412310132577,0.4700036292457356,0.16653087088763055,False,False,True,False,False,True,False,False,False,False,False,False,False
39,395.0,36,5,0,4.749,10.645,9.202218478512105,9.961803629358965,9.96576351601944,0.4054651081081644,0.5395879924336423,False,False,False,True,False,False,True,False,False,False,True,False,False
27,308.0,60,3,1,0.104,3.751,10.726034916514868,11.648338835562747,9.390374314173977,1.1314021114911006,0.586730551855455,False,False,False,False,False,True,False,False,False,False,False,False,False
43,396.0,48,4,3,5.026,6.09,11.078573726662269,10.628641991731053,9.803562791912277,3.091042453358316,0.06756518616242381,False,False,False,False,False,False,False,False,False,False,True,False,False
53,387.0,24,2,0,4.84,4.841,11.624490453020046,11.200964361058276,10.893384630770822,1.8082887711792655,0.21567573646668878,False,False,False,False,False,False,False,False,True,False,False,False,False
32,300.0,36,3,1,4.958,7.344,10.338545119277383,10.308985993422082,10.018105138995914,0.33647223662121295,0.21664246497184983,False,True,False,False,False,False,False,False,True,False,True,False,False
59,354.0,60,3,2,1.746,2.5,11.00763714864755,10.488520429241627,8.362481354169601,1.7578579175523736,0.014100124378781637,False,True,False,False,True,False,False,False,False,False,False,True,False
24,383.0,48,5,2,0.407,3.771,11.632788203211902,10.526775414924009,9.438519224854932,1.7578579175523736,0.027517886036739245,False,False,True,False,False,False,False,False,False,False,True,False,False
39,342.0,60,2,0,1.787,2.5,10.747336400483524,10.849356503939038,11.051199481290581,0.5306282510621704,0.23980399220731702,False,False,False,False,False,False,False,True,False,False,False,False,False
42,384.0,36,1,0,5.044,26.936,10.192147646568847,10.841559345471941,10.429769903250357,1.9740810260220096,1.252762968495368,False,False,False,True,False,True,False,False,False,False,False,False,True
22,434.0,60,9,0,0.194,2.5,11.4674065195259,11.10045084755119,9.957703920578208,2.747270914255491,0.04325104199431494,False,True,False,False,False,True,False,False,False,False,False,True,False
34,316.0,12,3,2,4.829,5.9,11.156719696665679,11.124332223082254,9.612488652153809,1.62924053973028,0.19350874618451902,False,True,False,False,False,False,False,False,True,False,False,True,False
48,397.0,84,4,0,1.618,2.5,11.058023863867149,10.177362240256695,7.727169404846776,2.4595888418037104,0.005087039048557106,False,False,False,False,False,False,False,False,False,False,False,True,False
26,361.0,48,3,1,1.746,3.366,10.345963883388329,10.298935994257638,10.477910598494962,1.9740810260220096,0.25099215413394915,False,False,True,False,False,False,True,False,False,False,True,False,False
28,328.0,120,3,1,0.064,2.5,9.89514888226007,10.007892611890918,8.938032836630603,0.832909122935104,0.03768106696768849,False,False,True,False,False,False,False,True,False,False,True,False,False
33,368.0,60,4,3,1.766,5.804,10.560208013106182,11.079076314320059,11.183181880113201,1.2809338454620642,0.3169252909214222,False,False,True,False,True,False,False,False,False,False,False,False,True
37,392.0,12,6,0,0.045,2.5,11.96840341804036,10.2328272702548,9.727421986162982,2.4159137783010487,0.10102111405872813,False,True,False,False,False,False,True,False,False,False,True,False,False
29,300.0,36,7,3,5.026,11.677,9.353812813232576,10.547995807489514,8.325897083541147,1.5040773967762742,0.11261414436913438,False,False,False,True,False,False,False,True,False,False,False,True,False
34,356.0,60,5,0,1.747,2.5,9.954993549300925,9.814710982145282,9.996013860963837,2.424802725718295,0.18929717053037987,False,False,False,False,False,True,False,False,False,False,False,False,True
23,372.0,48,3,0,1.781,2.555,11.395123429133342,10.410335274932896,9.412609970329752,1.547562508716013,0.03382154847551067,False,False,True,False,False,True,False,False,False,False,False,True,False
34,389.0,36,7,0,1.647,2.5,11.155877594360131,10.239995502805316,9.837968283956304,2.624668592163159,0.08544348181746748,False,True,False,False,False,True,False,False,False,False,False,False,True
30,362.0,60,3,0,0.097,6.538,10.726034916514868,10.106469212026385,10.24017976496089,2.312535423847214,1.0532661869012327,False,True,False,False,False,False,True,False,False,False,False,False,True
39,345.0,48,4,0,1.83,9.112,9.40022078847295,10.351405324899678,10.675613413354698,1.1314021114911006,0.6392716075906274,False,False,False,True,False,False,True,False,False,False,False,True,False
27,316.0,36,1,0,1.638,13.086,11.111676854926833,9.888424674859083,9.789091337622104,1.9600947840472698,1.252762968495368,False,True,False,False,True,False,False,False,False,False,False,True,False
22,378.0,60,5,0,0.058,2.5,9.824322043344814,11.256754979390998,9.306459315551994,2.8791984572980396,0.11261414436913438,True,False,False,False,False,False,False,True,False,False,True,False,False
26,300.0,36,5,3,0.095,2.5,11.456971008435678,11.203692838488003,8.087671018714282,2.1400661634962708,0.011434377625663104,False,True,False,False,False,False,False,False,False,False,False,True,False
24,300.0,60,2,0,1.576,2.5,11.239499029684525,10.50783084142058,8.619581895613477,2.066862759472976,0.014494446150452565,False,False,True,False,False,False,False,False,False,False,False,True,False
35,354.0,60,6,1,0.153,2.5,11.105272966266629,10.243560441877241,10.339237412912574,1.6863989535702288,0.08892620919440151,False,False,True,False,False,False,False,True,False,False,True,False,False
44,324.0,24,5,1,1.49,4.075,10.999424599266808,10.689692377847104,9.505320746909074,1.3862943611198906,0.10634003577132656,False,False,True,False,False,False,False,True,False,False,False,True,False
31,407.0,120,5,2,0.229,2.5,10.592942675832834,9.417435838868785,9.498351390319332,2.653241964607215,0.0329511001396859,False,True,False,False,False,False,False,True,False,False,True,False,False
43,337.0,48,4,0,0.083,2.5,10.726034916514868,10.49684202174171,8.580276904834045,1.6486586255873816,0.3672092626536318,False,True,False,False,False,False,False,True,False,False,False,True,False
29,300.0,36,3,1,0.141,2.5,10.50704257420639,10.410335274932896,8.3938610378443,1.0986122886681098,0.03950913309471249,False,False,True,False,True,False,False,False,False,False,False,False,False
44,348.0,84,3,1,1.531,2.5,10.269017425614376,11.178864319331653,11.617115015315692,1.252762968495368,0.4382549309311553,False,True,False,False,False,False,False,True,False,False,True,False,False
26,354.0,48,2,1,0.213,2.5,10.226986715846405,10.555838779903407,8.195057690895077,1.4816045409242156,0.0322735605502957,False,False,True,False,False,True,False,False,False,False,True,False,False
30,357.0,36,1,2,1.798,14.424,10.726034916514868,11.16903981679311,10.917325777742963,2.6100697927420065,1.252762968495368,False,False,True,False,False,False,False,False,True,False,False,True,False
30,300.0,48,4,0,0.245,2.5,10.718544796401805,10.694237736914808,9.439905659732633,1.1631508098056809,0.06728474680559636,False,True,False,False,False,False,False,True,False,False,False,False,True
40,348.0,12,4,0,1.667,2.5,10.719816502660905,12.25772062700882,8.91482503277542,1.4816045409242156,0.15229181034225864,False,True,False,False,True,False,False,False,False,False,False,True,False
33,300.0,48,3,0,5.131,5.135,10.972377990671044,9.857495968685136,9.87283863633621,0.5306282510621704,0.0800119379693847,False,False,False,False,False,False,False,False,False,False,False,False,False
42,348.0,24,2,0,0.432,2.5,10.456477149965432,11.596356272699,9.64322867019547,0.7884573603642702,0.20024333142787712,False,False,False,False,False,True,False,False,False,False,False,False,False
49,321.0,60,9,0,0.247,2.5,10.404594603590958,10.118639253920785,10.07133866564157,3.0819099697950434,0.1339188175657872,False,False,True,False,False,True,False,False,False,False,True,False,False
41,370.0,60,2,0,4.887,8.11,9.87929475251864,10.332050506334692,9.711756060848803,1.547562508716013,0.1562342220306362,False,False,False,True,False,True,False,False,False,False,False,False,True
55,442.0,24,6,0,1.675,2.5,10.427334035778422,10.841559345471941,10.437408318493864,2.954910279033736,0.40885934117617995,False,True,False,False,False,False,False,True,False,False,False,True,False
53,409.0,60,3,1,1.798,2.5,10.669242330249936,11.021918808236205,7.864546673755071,2.0794415416798357,0.012027380212718455,False,True,False,False,False,True,False,False,False,False,True,False,False
51,348.0,12,0,0,1.471,7.471,9.573946837318811,8.999742789830492,10.370790977007985,1.9459101490553132,1.1689464824022573,False,True,False,False,True,False,False,False,False,False,True,False,False
28,339.0,60,2,0,5.011,5.093,11.069164076289288,9.83633227734872,9.424326118305618,0.33647223662121295,0.03787365242808152,False,True,False,False,True,False,False,False,False,False,False,False,False
46,361.0,36,1,0,0.255,2.5,11.648912814262715,11.06195554002416,9.638413971181974,1.8870696490323797,0.04363403702006131,False,True,False,False,False,False,False,True,False,False,False,False,True
32,301.0,48,8,2,4.887,6.509,11.021365396198329,10.27163147557801,8.456925006068776,0.9555114450274363,0.019018005835761846,False,True,False,False,False,False,False,True,False,False,False,False,True
23,376.0,24,4,1,0.206,2.5,10.688333855418577,9.61587214452889,8.028067087518064,1.8870696490323797,0.0344014267173324,False,False,True,False,False,True,False,False,False,False,False,False,False
40,374.0,36,3,0,5.287,3.606,9.794551764312514,10.315630315397533,8.937236847532766,1.9878743481543455,0.13225557912047067,False,True,False,False,False,False,False,True,False,False,False,True,False
32,358.0,24,3,1,1.909,2.5,11.200962585124676,10.751520856703959,8.974926851526941,0.9932517730102833,0.05259245011917058,False,True,False,False,False,False,False,True,False,False,False,False,True
40,492.0,120,5,0,4.708,3.628,11.465535280371924,9.957075711706057,10.148962687501728,2.2823823856765264,0.026447170014848295,False,False,True,False,False,False,False,False,False,False,True,False,False
24,360.0,84,5,0,0.298,2.5,10.127272098369449,11.156264806643742,8.687653008445004,2.028148247292285,0.03333805961051037,False,True,False,False,True,False,False,False,False,False,True,False,False
41,348.0,12,8,0,0.19,2.5,11.963821259245686,10.640675541671662,7.842671474979457,1.5260563034950492,0.016070180177494467,False,True,False,False,False,False,False,True,False,False,False,False,True
41,385.0,48,3,0,1.665,2.5,10.47644057426699,10.344995251991222,9.864890165075018,1.252762968495368,0.12716114561667907,False,False,True,False,False,False,False,False,False,False,True,False,False
48,443.0,48,9,3,1.784,2.5,11.574264560901,11.755879486687116,7.759690939557437,0.5877866649021191,0.005484930230569685,False,False,False,False,False,False,False,False,True,False,False,True,False
39,351.0,60,6,0,4.956,4.301,10.622903663619883,10.821796246953596,9.650912615862499,0.4700036292457356,0.0729716124558227,False,True,False,False,False,False,False,True,False,False,False,True,False
37,415.0,60,1,0,1.455,2.5,10.193683213276342,10.264687244346277,9.806715604869547,1.410986973710262,0.12733724846119512,False,True,False,False,False,False,False,False,False,False,False,False,False
29,356.0,60,1,0,5.001,5.019,10.860424519485752,10.645448706505872,10.91838429970432,1.4350845252893227,0.19218937599230468,False,False,False,False,False,False,False,False,False,False,False,True,False
60,348.0,60,2,0,1.723,2.5,12.437103807693232,10.460270761075149,10.754811725010738,2.1162555148025524,0.03652477468237226,False,False,False,False,False,False,False,False,False,False,False,False,True
46,383.0,36,1,3,0.022,2.5,10.700277374051726,10.734242182303689,8.230326786217459,1.9600947840472698,0.02780970063926723,False,True,False,False,False,True,False,False,False,False,False,False,False
22,300.0,60,3,0,1.535,3.05,10.789939915093505,9.239996256883693,11.360388432513485,0.7419373447293773,0.3029154530923702,False,True,False,False,True,False,False,False,False,False,False,False,True
69,425.0,24,2,4,1.647,3.786,10.684641031653726,10.691967639914864,8.893806047617373,1.9600947840472698,0.08010424424166145,False,False,False,False,False,False,False,False,False,False,False,True,False
38,306.0,24,5,0,0.041,2.5,9.8375806288961,10.047631185616188,9.260567598315069,0.6418538861723948,0.2474848827003679,False,False,False,False,False,True,False,False,False,False,False,False,False
65,412.0,24,2,3,0.09,2.5,12.100181100012056,11.569315250157509,7.988797446456783,0.832909122935104,0.008166562666393417,False,False,True,False,False,True,False,False,False,False,False,False,True
34,319.0,36,3,1,0.163,2.5,10.394240970672966,11.028433383156079,8.661546317290771,1.9315214116032138,0.057230633454271714,False,False,True,False,False,False,False,False,False,False,False,False,False
54,365.0,48,3,0,5.004,4.271,10.905237557509604,11.275949181024878,9.781276979786957,1.7227665977411035,0.07807153542015549,False,True,False,False,False,False,False,False,True,False,False,False,True
32,408.0,36,3,0,0.198,2.5,11.743889555989233,10.521399202410167,9.34457576673304,2.0412203288596382,0.0298500219688853,False,True,False,False,False,True,False,False,False,False,False,False,True
45,380.0,60,5,2,4.817,5.843,11.533451066151914,9.717218213494077,9.314769754263851,2.2082744135228043,0.021467906615240923,False,True,False,False,False,False,False,False,False,False,False,True,False
58,443.0,36,0,0,4.859,5.01,11.40080683125541,11.577785809317154,9.42657450816279,2.653241964607215,0.04526013140486457,False,False,True,False,False,True,False,False,False,False,False,False,True
38,317.0,24,3,0,5.033,5.979,10.85813882002461,10.499600568082863,9.987040706760446,0.7419373447293773,0.18995898392316593,False,True,False,False,False,False,False,False,False,True,False,False,False
26,300.0,36,5,1,0.1,11.16,10.726034916514868,10.315630315397533,10.370698849347812,0.9555114450274363,1.252762968495368,False,True,False,False,False,False,False,True,False,False,False,False,False
32,300.0,48,5,1,1.39,2.5,11.30159424752888,11.719134432217524,8.89919859325925,0.9162907318741551,0.022348403663761812,False,False,False,False,True,False,False,False,False,False,False,False,False
42,337.0,36,3,0,1.857,2.706,10.773261773531154,11.325402403776808,9.883631213797514,0.9555114450274363,0.12830526015292384,False,True,False,False,False,False,True,False,False,False,False,True,False
37,348.0,36,4,0,0.199,4.608,10.726034916514868,10.841559345471941,9.73833987679288,0.09531017980432487,1.0591088688904096,True,False,False,False,False,False,False,False,False,False,True,False,False
43,349.0,60,7,2,5.075,7.34,10.522440141806406,10.243560441877241,9.558518822727432,0.09531017980432487,0.0735292332881155,False,True,False,False,False,False,False,True,False,False,False,False,False
35,340.0,60,3,1,4.709,5.74,11.659255788223419,10.950824090522445,10.630917070596963,1.6486586255873816,0.06905953593149465,False,True,False,False,False,False,False,False,False,False,False,False,False
31,348.0,24,4,0,0.076,8.803,10.726034916514868,11.759011806144656,9.762251123639805,0.5306282510621704,1.252762968495368,False,True,False,False,False,True,False,False,False,False,False,True,False
36,348.0,36,4,0,4.91,2.608,10.98012209004035,9.83633227734872,10.926636797509483,0.18232155679395465,0.2745968329031254,False,True,False,False,False,True,False,False,False,False,False,False,False
30,372.0,60,6,3,0.112,2.5,10.720413094152644,10.360944044643913,7.8833144193133515,1.0647107369924282,0.011632084229707653,False,False,True,False,False,False,False,False,False,False,True,False,False
47,364.0,120,3,1,1.792,2.505,10.49581057923941,10.74507628970625,9.64502959849379,0.6418538861723948,0.04181350281341039,False,True,False,False,False,False,False,True,False,False,False,False,False
22,341.0,12,4,0,1.834,3.859,11.11253431254974,9.937937287265354,10.631828840727943,0.8754687373538999,0.4813762155407027,False,False,False,False,False,True,False,False,False,False,False,True,False
23,300.0,24,3,1,0.019,4.211,10.253915876907605,10.526775414924009,10.617348464818377,2.0541237336955462,0.5418008980653107,False,True,False,False,False,True,False,False,False,False,False,False,True
22,341.0,60,5,4,1.829,4.325,11.67145889791718,10.925956465688445,9.42315637730054,1.4816045409242156,0.020880477579355232,True,False,False,False,False,False,True,False,False,False,False,False,True
49,402.0,24,3,0,5.106,2.832,10.951743476182312,9.568084743872936,8.359666485888543,0.4054651081081644,0.03671758293516277,False,True,False,False,True,False,False,False,False,False,False,False,True
28,348.0,60,6,2,4.887,6.887,8.609914568615421,10.893047333337728,8.305795387932077,0.33647223662121295,0.13758566295256316,False,False,False,True,True,False,False,False,False,False,False,False,True
32,350.0,48,6,3,5.069,8.044,10.961887730111716,11.291043617373028,9.088160308546199,2.4595888418037104,0.03768106696768849,False,True,False,False,False,False,False,False,False,False,False,False,False
44,316.0,36,3,0,1.532,2.5,10.041110251839875,11.994122464057146,7.951295211771756,1.252762968495368,0.040373894138273254,False,True,False,False,False,True,False,False,False,False,False,False,True
52,413.0,36,4,1,1.832,2.5,11.092403113400911,9.814710982145282,8.354422465514526,0.18232155679395465,0.021370025736192483,False,True,False,False,False,False,False,False,False,False,False,False,False
46,373.0,120,2,0,1.762,2.991,10.21999575597879,10.21833478806055,9.54651470708629,1.3862943611198906,0.04974209189481407,False,False,True,False,False,False,False,False,False,False,False,False,False
45,425.0,60,6,0,0.089,2.5,10.389279327997462,9.820160289946374,9.049236910818504,2.33214389523559,0.05107327018400062,False,True,False,False,False,False,False,False,False,False,True,False,False
34,300.0,36,3,0,0.071,4.632,9.461660022465676,9.746892220313054,9.114008970902876,0.5877866649021191,0.2113948042796617,False,False,False,True,False,False,True,False,False,False,False,False,False
22,300.0,84,4,0,5.215,6.095,10.284032722217361,10.295563423525277,9.527031095364027,2.5726122302071057,0.06485097231961633,False,True,False,False,False,False,False,True,False,False,False,False,True
36,333.0,60,2,0,0.076,2.5,10.031676700749975,10.203629181337648,10.284653137450826,0.0,0.22920514269280504,False,False,True,False,True,False,False,False,False,False,True,False,False
45,320.0,36,3,1,1.563,2.5,10.312604318551905,8.77971129020447,8.776529800233385,1.6094379124341003,0.06924617273681431,False,True,False,False,True,False,False,False,False,False,False,False,True
